date,corr_63d
2024-04-10,0.061778055878968605
2024-04-11,0.02327099207165146
2024-04-12,0.005572710039128307
2024-04-15,0.008963084252216855
2024-04-16,-0.010383283577756202
2024-04-17,-0.04766455092720992
2024-04-18,-0.012141028303211645
2024-04-19,-0.03408489351145758
2024-04-22,-0.0921941714124295
2024-04-23,-0.09500523903537658
2024-04-24,-0.09068656953725789
2024-04-25,-0.08561150957131759
2024-04-26,-0.061626443882630236
2024-04-29,-0.05886562545474455
2024-04-30,0.007280439729730966
2024-05-01,0.018885004354409318
2024-05-02,0.040524638134901855
2024-05-03,0.022656247408424424
2024-05-06,0.03268402862637278
2024-05-07,0.03214256177155612
2024-05-08,0.03359935037039642
2024-05-09,0.026522506650304888
2024-05-10,-0.026762163897920934
2024-05-13,-0.034361234811447566
2024-05-14,-0.042460025549342646
2024-05-15,-0.015417456832045802
2024-05-16,-0.02846802891226141
2024-05-17,-0.028635817979364098
2024-05-20,-0.025840630223017177
2024-05-21,-0.040560453780922656
2024-05-22,0.003217309784502685
2024-05-23,-0.02057251351674769
2024-05-24,-0.019877246297791255
2024-05-28,0.005932449610293635
2024-05-29,0.017951708573100748
2024-05-30,0.0033753865579472433
2024-05-31,0.0167043317386413
2024-06-03,-0.013564503667527717
2024-06-04,-0.0029154918335972
2024-06-05,-0.007028455230300469
2024-06-06,-0.006207511641300565
2024-06-07,-0.030343188228335267
2024-06-10,-0.015292765350326695
2024-06-11,-0.01972436910383508
2024-06-12,-0.024303267723303077
2024-06-13,-0.026355264826415963
2024-06-14,-0.010090387495125024
2024-06-17,-0.00994649701116464
2024-06-18,-0.014583432482897462
2024-06-20,-0.0161067771073181
2024-06-21,0.006141808172651282
2024-06-24,0.08337453668202896
2024-06-25,0.05755943602940272
2024-06-26,0.047591861034948
2024-06-27,0.056019679132133716
2024-06-28,0.060026888829433495
2024-07-01,0.04894287306254395
2024-07-02,0.06415087493940393
2024-07-03,0.08301029282423054
2024-07-05,0.08117765606242805
2024-07-08,0.09024784791045386
2024-07-09,0.08502837423906529
2024-07-10,0.048606886649076635
2024-07-11,0.049031154699910824
2024-07-12,0.06521573455889002
2024-07-15,0.04132995836747897
2024-07-16,0.035660255983870064
2024-07-17,0.050617158162991664
2024-07-18,0.07936173861294894
2024-07-19,0.07448331799628471
2024-07-22,0.0748326707716323
2024-07-23,0.11730266916794818
2024-07-24,0.13573287691123062
2024-07-25,0.14207503020993625
2024-07-26,0.14867922338868408
2024-07-29,0.1474451556621801
2024-07-30,0.14408695491364903
2024-07-31,0.10618524026062126
2024-08-01,0.10461912537168956
2024-08-02,0.09361050773446064
2024-08-05,0.1204146440190812
2024-08-06,0.10555073392369281
2024-08-07,0.11535507174568058
2024-08-08,0.1176681474381189
2024-08-09,0.08267699661507455
2024-08-12,0.1001832448625936
2024-08-13,0.12265264780197914
2024-08-14,0.1315243235209019
2024-08-15,0.1380310237895005
2024-08-16,0.1460511322607548
2024-08-19,0.14982429860361618
2024-08-20,0.1541484535823699
2024-08-21,0.14727092215076837
2024-08-22,0.13394287457861279
2024-08-23,0.1794658361020452
2024-08-26,0.1823647438321987
2024-08-27,0.13059328586796023
2024-08-28,0.12461256015322819
2024-08-29,0.11612129817704528
2024-08-30,0.0847388543730356
2024-09-03,0.11213994219879812
2024-09-04,0.10974811983668485
2024-09-05,0.11558876090749265
2024-09-06,0.14462660765631946
2024-09-09,0.12389639364411499
2024-09-10,0.10337465978006301
2024-09-11,0.10955087740562823
2024-09-12,0.1228634495680301
2024-09-13,0.10833200493638712
2024-09-16,0.08323778368531026
2024-09-17,0.07817124780156055
2024-09-18,0.08874023017806235
2024-09-19,0.07964844691527305
2024-09-20,0.0369495228878961
2024-09-23,-0.07450444282444145
2024-09-24,-0.038516446338830106
2024-09-25,-0.036396256634205426
2024-09-26,-0.03579023524849295
2024-09-27,-0.03186755294513445
2024-09-30,-0.030327322523266993
2024-10-01,-0.016068729594691168
2024-10-02,-0.025297855459743432
2024-10-03,0.0005266031652457715
2024-10-04,0.007319025480727877
2024-10-07,0.02408487036468374
2024-10-08,0.0545147321209107
2024-10-09,0.05505501629599807
2024-10-10,0.06425968562668971
2024-10-11,0.10683379346373092
2024-10-14,0.07301362013922665
2024-10-15,0.07544502209191038
2024-10-16,0.08028077054000851
2024-10-17,0.06388680032950957
2024-10-18,0.06346348689704066
2024-10-21,0.01803952143455691
2024-10-22,-0.009879464087776122
2024-10-23,-0.009015563715326459
2024-10-24,-0.006096329593842609
2024-10-25,-0.012980185388085163
2024-10-28,-0.01687428462084413
2024-10-29,-0.020418156345415737
2024-10-30,-0.03225550049063308
2024-10-31,-0.029732080145300637
2024-11-01,-0.047885428915812475
2024-11-04,-0.036729287564733606
2024-11-05,-0.04623248675310762
2024-11-06,-0.04773447007467261
2024-11-07,0.05255551713874032
2024-11-08,0.02864152978929144
2024-11-11,-0.020255235701688988
2024-11-12,-0.028045264688125723
2024-11-13,-0.026693097317737034
2024-11-14,-0.040966064337787836
2024-11-15,-0.050623961274685686
2024-11-18,-0.05914060829046407
2024-11-19,-0.05943817687062253
2024-11-20,0.013558989246930156
2024-11-21,-0.0016482797927781883
2024-11-22,0.03811463546571408
2024-11-25,0.05436225093378598
2024-11-26,0.0568666560429021
2024-11-27,0.09994455415967558
2024-11-29,0.09806869002126868
2024-12-02,0.14587680371238126
2024-12-03,0.14031519384794758
2024-12-04,0.1372847979954612
2024-12-05,0.08256990309106053
2024-12-06,0.034041496189961
2024-12-09,0.0433395434331043
2024-12-10,0.04126452970684415
2024-12-11,0.014971474291350867
2024-12-12,0.03070808568647837
2024-12-13,0.0650246281650125
2024-12-16,0.07592684734573428
2024-12-17,0.07142786726199483
2024-12-18,0.08008678157760883
2024-12-19,0.11085892568476567
2024-12-20,0.13243519894839997
2024-12-23,0.1217433804109922
2024-12-24,0.12118521092683118
2024-12-26,0.12150422835382191
2024-12-27,0.11619193640270913
2024-12-30,0.11830907478416859
2024-12-31,0.10922511154873349
2025-01-02,0.12086782550187233
2025-01-03,0.13086545140287853
2025-01-06,0.11694678310002851
2025-01-07,0.1376816858426781
2025-01-08,0.15395605029574844
2025-01-09,0.1543658572185149
2025-01-10,0.12492438646897513
2025-01-13,0.12140319875911311
2025-01-14,0.16302127427521002
2025-01-15,0.16205371416664027
2025-01-16,0.17312859655755355
2025-01-17,0.1655832540190847
2025-01-21,0.16399590001979547
2025-01-22,0.17874207747542922
2025-01-23,0.17863597355311187
2025-01-24,0.17798686762306273
2025-01-27,0.15542006270219974
2025-01-28,0.15637894091613383
2025-01-29,0.15276619910871364
2025-01-30,0.15538117222472553
2025-01-31,0.15362141661027026
2025-02-03,0.14894603095044318
2025-02-04,0.16012311958529837
2025-02-05,0.1318567899207887
2025-02-06,0.1315831603223987
2025-02-07,0.131553014994289
2025-02-10,0.12994089291834157
2025-02-11,0.08705934249916199
2025-02-12,0.09424247779675993
2025-02-13,0.10737165873256857
2025-02-14,0.08586092932910401
2025-02-18,0.09328269185631333
2025-02-19,0.11025253960584283
2025-02-20,0.1179419838454245
2025-02-21,0.12109909262670222
2025-02-24,0.04238375361981364
2025-02-25,0.05584254653890637
2025-02-26,0.018468359068624943
2025-02-27,0.008427524475603222
2025-02-28,0.008968458132433695
2025-03-03,0.00910250124652113
2025-03-04,-0.04314726694289238
2025-03-05,-0.08802429137571956
2025-03-06,-0.18028937321680255
2025-03-07,-0.19071242160078816
2025-03-10,-0.19270365526498132
2025-03-11,-0.15775169986265586
2025-03-12,-0.18511292742923355
2025-03-13,-0.17937586459101293
2025-03-14,-0.17357539263659158
2025-03-17,-0.17808107238791138
2025-03-18,-0.18130216948468186
2025-03-19,-0.17971545118084137
2025-03-20,-0.18218173359602383
2025-03-21,-0.16686371826480154
2025-03-24,-0.17331221359407167
2025-03-25,-0.17553335278675447
2025-03-26,-0.1967935311344356
2025-03-27,-0.23959722553858948
2025-03-28,-0.24047746810337944
2025-03-31,-0.23922259822305825
2025-04-01,-0.20399716243372407
2025-04-02,-0.2024470705217067
2025-04-03,-0.15320033582011502
2025-04-04,-0.10184506652907238
2025-04-07,-0.21109532453288588
2025-04-08,-0.20820402685434436
2025-04-09,-0.21276972919815593
2025-04-10,-0.21419102500308732
2025-04-11,-0.21483370144679334
2025-04-14,-0.21835952770836012
2025-04-15,-0.199136627213996
2025-04-16,-0.1958380414982403
2025-04-17,-0.20782187205958721
2025-04-21,-0.19822469636836296
2025-04-22,-0.16894188743527294
2025-04-23,-0.11028662813972565
2025-04-24,-0.1413992259280309
2025-04-25,-0.14127185131061826
2025-04-28,-0.1480263104918466
2025-04-29,-0.14372272247733647
2025-04-30,-0.13970911386641097
2025-05-01,-0.12842359218156604
2025-05-02,-0.11280799883677613
2025-05-05,-0.11274998647332814
2025-05-06,-0.11090656184345501
2025-05-07,-0.08215835952667419
2025-05-08,-0.08313015531447623
2025-05-09,-0.08291314597702794
2025-05-12,-0.11515402217803741
2025-05-13,-0.10266258139093724
2025-05-14,-0.09480167588564868
2025-05-15,-0.08867166329058013
2025-05-16,-0.0773054041246666
2025-05-19,-0.07653459504020951
2025-05-20,-0.0819841631155976
2025-05-21,-0.09373903157131752
2025-05-22,-0.08735984869987135
2025-05-23,-0.08360679664116075
2025-05-27,-0.09641565986192295
2025-05-28,-0.09249140822295095
2025-05-29,-0.08972763537573841
2025-05-30,-0.09060043973505863
2025-06-02,-0.09253993912259662
2025-06-03,-0.05462500215410463
2025-06-04,-0.0726970592238741
2025-06-05,-0.013862576947965275
2025-06-06,-0.011189169736566109
2025-06-09,-0.007891263994641491
2025-06-10,-0.0016604851156981628
2025-06-11,0.008538685164148428
2025-06-12,0.009198111785813458
2025-06-13,0.021746039615195986
2025-06-16,0.0257602052436743
2025-06-17,0.02974641677818117
2025-06-18,0.03490807402585936
2025-06-20,0.04185750743701244
2025-06-23,0.03986497509240776
2025-06-24,-0.016527418677155285
2025-06-25,-0.017742246732177867
2025-06-26,-0.011543359351324453
2025-06-27,0.01496901473696348
2025-06-30,0.020780607889645905
2025-07-01,0.020753433044140353
2025-07-02,-0.003091868418578024
2025-07-03,0.00688337177941593
2025-07-04,-0.002312849262720729
2025-07-07,-0.04083918948624002
2025-07-08,0.045495969893283486
2025-07-09,0.044067122444727505
2025-07-10,0.060024426287162855
2025-07-11,0.06081090981512345
2025-07-14,0.0863388594025024
2025-07-15,0.09524079004403949
2025-07-16,0.06565855259565197
2025-07-17,0.05562106034524269
2025-07-18,0.05613658072046409
2025-07-21,0.061736970196864166
2025-07-22,0.033718275165101126
2025-07-23,-0.018682382200956804
2025-07-24,0.0370992458753233
2025-07-25,0.043735993430844694
2025-07-28,0.06444719316291757
2025-07-29,0.07385140434874739
2025-07-30,0.0791387539084276
2025-07-31,0.07267610517417877
2025-08-01,0.10894322823384996
2025-08-04,0.10970893230593697
2025-08-05,0.1370688536811772
2025-08-06,0.12764648998656214
2025-08-07,0.17415309671240048
2025-08-08,0.18773442208063146
2025-08-11,0.18734341155690787
2025-08-12,0.1509987404207788
2025-08-13,0.11767502026453557
2025-08-14,0.11402560682752716
2025-08-15,0.0942647302245563
2025-08-18,0.09649761472674659
2025-08-19,0.09691694370052319
2025-08-20,0.10132274379306827
2025-08-21,0.05484786470723064
2025-08-22,0.07531127748065118
2025-08-25,0.07717433511415124
2025-08-26,0.07916211406833312
2025-08-27,0.07128001332664488
2025-08-28,0.06392508166308578
2025-08-29,0.04257238556259926
2025-09-02,0.06516341339639746
2025-09-03,0.08194817960085873
2025-09-04,0.06901477218626513
2025-09-05,0.07133125940819482
2025-09-08,0.07366108542225754
2025-09-09,0.06154454511547494
2025-09-10,0.0783495318825766
2025-09-11,0.0758837449714277
2025-09-12,0.07028095440588779
2025-09-15,0.0811502102581378
2025-09-16,0.04368391811978108
2025-09-17,0.07428391709249955
2025-09-18,0.06515950159603821
2025-09-19,0.0797256651142282
2025-09-22,0.1888817690138571
2025-09-23,0.18461708375630045
2025-09-24,0.16010383397733446
2025-09-25,0.16067393226387847
2025-09-26,0.1523593067229348
2025-09-29,0.16826003825354124
2025-09-30,0.17375569210857866
2025-10-01,0.15240098850784226
2025-10-02,0.1606201714374775
2025-10-03,0.1595423216141675
2025-10-06,0.17919742001665714
2025-10-07,0.19434441131725844
2025-10-08,0.1998739404999703
2025-10-09,0.20851744058596539
2025-10-10,0.15258995664691774
2025-10-13,0.16233907898694538
2025-10-14,0.1699159223698545
2025-10-15,0.16846503460012852
2025-10-16,0.16753323695186514
2025-10-17,0.1508774076580777
2025-10-20,0.14976419460452087
2025-10-21,0.1526267393890269
2025-10-22,0.14024302471787262
2025-10-23,0.11969064195726661
2025-10-24,0.11168425904121139
2025-10-27,0.07458736062036049
2025-10-28,0.06317245929639559
2025-10-29,0.06523421880614393
2025-10-30,0.014313820219792958
2025-10-31,0.010788697196570848
2025-11-03,-0.017294085187038843
2025-11-04,-0.010139750246132935
2025-11-05,-0.0023134354301632813
2025-11-06,0.01790554046824644
2025-11-07,-0.004283279014115023
2025-11-10,0.049787903153997615
2025-11-11,0.04991662690707533
2025-11-12,0.08163537905842107
2025-11-13,0.08734269980514617
2025-11-14,0.08921923654007617
2025-11-17,0.09410680990436451
2025-11-18,0.09833232956138209
2025-11-19,0.13772469779275656
2025-11-20,0.11026896536971319
2025-11-21,0.11432151384760234
2025-11-24,0.10982031883731583
2025-11-25,0.12593039899197403
2025-11-26,0.136458157238263
2025-11-28,0.16016932556180416
2025-12-01,0.13723425877003137
2025-12-02,0.13615303761304476
2025-12-03,0.13663060480388428
2025-12-04,0.12702621813677364
2025-12-05,0.12249260687766975
2025-12-08,0.1301951497278824
2025-12-09,0.08708439819215208
2025-12-10,0.09135735579289615
2025-12-11,0.09500502682785172
2025-12-12,0.08592737090346436
2025-12-15,0.1098730774905275
2025-12-16,0.0924403683970759
2025-12-17,0.05038000151576744
2025-12-18,0.03637854464210493
2025-12-19,0.03474243699733822
2025-12-22,0.045180555292560765
2025-12-23,0.07872408096822414
2025-12-24,0.08055024625131613
2025-12-26,0.08280945864918143
2025-12-29,0.06532967692225937
2025-12-30,0.06310512724370482
2025-12-31,0.07074662768548173
2026-01-02,0.050534190363301715
2026-01-05,0.0477969090261846
2026-01-06,0.060983351729640076
2026-01-07,0.04464894818769706
2026-01-08,0.034739097792496086
2026-01-09,0.025588615864846124
2026-01-12,0.05489260168537269
2026-01-13,0.06888332166520467
2026-01-14,0.0756168329337556
2026-01-15,0.0759430804319201
2026-01-16,0.07645148051487734
2026-01-20,0.07886892074009114
2026-01-21,0.08400408570310086
2026-01-22,0.07367064494407681
2026-01-23,0.0962191583289244
2026-01-26,0.08357175104259765
2026-01-27,0.12815325114212514
2026-01-28,0.14979659056882752
2026-01-29,0.15850103166823662
2026-01-30,0.16156409110735298
2026-02-02,0.16761149251066995
2026-02-03,0.18309395173359064
2026-02-04,0.1755860608133196
2026-02-05,0.17359018229617185
2026-02-06,0.20025864672347685
2026-02-09,0.18444850001323926
2026-02-10,0.2374873734459054
2026-02-11,0.22114336109427946
2026-02-12,0.250057652371507
2026-02-13,0.21993321731187737
2026-02-17,0.2546783481767679
2026-02-18,0.2566381019573348
2026-02-19,0.26110168332113204
2026-02-20,0.25804590059237653
2026-02-23,0.23112964188883248
2026-02-24,0.2407947247484883
2026-02-25,0.23781108757171335
2026-02-26,0.23610501374019732
2026-02-27,0.21041666878771334
2026-03-02,0.17246242718772806
2026-03-03,0.16844937600548207
2026-03-04,0.17136002720296592
2026-03-05,0.18342325710959512
2026-03-06,0.1867466665840981
2026-03-09,0.21362932744711916
2026-03-10,0.19651699993042496
2026-03-11,0.19348101053061745
2026-03-12,0.21543706265228765
2026-03-13,0.18903565498931232
2026-03-16,0.25518518533651624
2026-03-17,0.2607844721088893
2026-03-18,0.26399121421147315
2026-03-19,0.20561882965800488
2026-03-20,0.24221980082806088
2026-03-23,0.2454810972798215
2026-03-24,0.26041504930925014
2026-03-25,0.26468344999645055
2026-03-26,0.21848328075747456
2026-03-27,0.2188538852361818
2026-03-30,0.18997735983800143
2026-03-31,0.1830873569151229
2026-04-01,0.18163175143174035
2026-04-02,0.18095786231726477
2026-04-06,0.20373822363455504
2026-04-07,0.21368038514410845
2026-04-08,0.20938273774520252
2026-04-09,0.2097361927419619
2026-04-10,0.20010644445591885
2026-04-13,0.19910027296679994
2026-04-14,0.19657234524130698
2026-04-15,0.20428152652603254
2026-04-16,0.19163085034704821
2026-04-17,0.15796891710848227
2026-04-20,0.156005774536123
2026-04-21,0.14068441546902277
2026-04-22,0.03496711058612776
2026-04-23,0.04577727227391086
2026-04-24,0.049130696184229376
2026-04-27,0.0682003618064729
2026-04-28,0.043209568128467456
2026-04-29,0.03127004247693249
2026-04-30,-0.006909129671676825
2026-05-01,-0.021140134125993523
2026-05-04,-0.019981650737990943
2026-05-05,-0.03613273324441869
2026-05-06,-0.027137643378200318
2026-05-07,-0.047468955146917936
2026-05-08,-0.09589223198581144
2026-05-11,-0.03256213013091766
2026-05-12,-0.021107075054220537
2026-05-13,-0.02115071497386608
2026-05-14,-0.005679044829514877
2026-05-15,0.07404362971000047
2026-05-18,-0.017251869380464024
2026-05-19,0.009552830936343383
2026-05-20,0.013697451264542275
2026-05-21,-0.036417328830751695
2026-05-22,-0.02904593393974513
2026-05-26,-0.02651722578418832
2026-05-27,-0.013242766446210742
2026-05-28,-0.014721399743125007
2026-05-29,0.0023369921192943556
2026-06-01,0.012903742924719509
2026-06-02,0.010570855451674651
2026-06-03,0.01960284483569373
2026-06-04,0.041156636562030606
2026-06-05,0.041229914568415106
2026-06-08,0.03821200137373074
2026-06-09,0.04331638166104143
2026-06-10,0.03591659347809522
2026-06-11,0.05760482022247845
2026-06-12,0.06882726597607146
2026-06-15,0.03258688132010364
2026-06-16,0.07609890833700425
2026-06-17,0.07758201153158124
2026-06-18,0.10107788486285899
2026-06-22,0.10031667547108467
2026-06-23,0.06287940040763149
2026-06-24,0.03934214306795932
2026-06-25,0.03436402887704714
2026-06-26,0.05988025343244736
2026-06-29,0.06275880712787392
2026-06-30,0.07778117668043144
2026-07-01,0.1007623336818338
2026-07-02,0.1122257782938913
2026-07-06,0.16789281770775327
2026-07-07,0.05276257219408027
2026-07-08,0.053087002922899265
2026-07-09,0.04267860225176809
2026-07-10,-0.0059830396919028994
2026-07-13,-0.004550543921531883
2026-07-14,-0.00305011016024909
2026-07-15,-0.0053694128214869016
2026-07-16,0.028989146061686608
2026-07-17,0.02958327242765948
2026-07-20,0.04509405940882603
2026-07-21,0.039603105071156317
2026-07-22,0.0291959201140098
2026-07-23,0.05715965131316618
2026-07-24,0.04637889048926784
2026-07-27,0.054498477972273356
2026-07-28,0.07792976736258389
